CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2023,CA-613,Asian or Asian American,In_Combination,*
2023,CA-613,"Black, African American or African",Alone,84
2023,CA-613,"Black, African American or African",In_Combination,30
2023,CA-613,Hispanic/Latina/e/o,Alone,197
2023,CA-613,Hispanic/Latina/e/o,In_Combination,1322
2023,CA-613,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-613,Native Hawaiian or Pacific Islander,In_Combination,12
2023,CA-613,White,Alone,131
2023,CA-613,White,In_Combination,1303
2023,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,32
2023,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,166
2023,CA-614,Asian or Asian American,Alone,24
2023,CA-614,Asian or Asian American,In_Combination,23
2023,CA-614,"Black, African American or African",Alone,162
2023,CA-614,"Black, African American or African",In_Combination,125
2023,CA-614,Hispanic/Latina/e/o,Alone,167
2023,CA-614,Hispanic/Latina/e/o,In_Combination,980
2023,CA-614,Native Hawaiian or Pacific Islander,Alone,20
2023,CA-614,Native Hawaiian or Pacific Islander,In_Combination,26
2023,CA-614,White,Alone,1603
2023,CA-614,White,In_Combination,987
2024,All,"American Indian, Alaska Native, or Indigenous",Alone,3261
2024,All,"American Indian, Alaska Native, or Indigenous",In_Combination,8423
2024,All,Asian or Asian American,Alone,4612
2024,All,Asian or Asian American,In_Combination,2016
2024,All,"Black, African American or African",Alone,64705
2024,All,"Black, African American or African",In_Combination,9361
2024,All,Hispanic/Latina/e/o,Alone,34010
2024,All,Hispanic/Latina/e/o,In_Combination,60201
2024,All,Middle Eastern or North African,Alone,705
2024,All,Middle Eastern or North African,In_Combination,144
2024,All,Native Hawaiian or Pacific Islander,Alone,2356
2024,All,Native Hawaiian or Pacific Islander,In_Combination,2224
2024,All,White,Alone,68679
2024,All,White,In_Combination,56133
2024,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,188
2024,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,923
2024,CA-500,Asian or Asian American,Alone,540
2024,CA-500,Asian or Asian American,In_Combination,159
2024,CA-500,"Black, African American or African",Alone,1417
2024,CA-500,"Black, African American or African",In_Combination,478
2024,CA-500,Hispanic/Latina/e/o,Alone,1781
2024,CA-500,Hispanic/Latina/e/o,In_Combination,5311
2024,CA-500,Middle Eastern or North African,Alone,105
2024,CA-500,Middle Eastern or North African,In_Combination,*
2024,CA-500,Native Hawaiian or Pacific Islander,Alone,176
2024,CA-500,Native Hawaiian or Pacific Islander,In_Combination,190
2024,CA-500,White,Alone,2201
2024,CA-500,White,In_Combination,4611
2024,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,242
2024,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,942
2024,CA-501,Asian or Asian American,Alone,605
2024,CA-501,Asian or Asian American,In_Combination,237
2024,CA-501,"Black, African American or African",Alone,5185
2024,CA-501,"Black, African American or African",In_Combination,928
2024,CA-501,Hispanic/Latina/e/o,Alone,2429
2024,CA-501,Hispanic/Latina/e/o,In_Combination,2866
2024,CA-501,Middle Eastern or North African,Alone,80
2024,CA-501,Middle Eastern or North African,In_Combination,21
2024,CA-501,Native Hawaiian or Pacific Islander,Alone,290
2024,CA-501,Native Hawaiian or Pacific Islander,In_Combination,275
2024,CA-501,White,Alone,3319
2024,CA-501,White,In_Combination,2245
2024,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,176
2024,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,541
2024,CA-502,Asian or Asian American,Alone,301
2024,CA-502,Asian or Asian American,In_Combination,120
2024,CA-502,"Black, African American or African",Alone,5661
2024,CA-502,"Black, African American or African",In_Combination,697
2024,CA-502,Hispanic/Latina/e/o,Alone,795
2024,CA-502,Hispanic/Latina/e/o,In_Combination,1589
2024,CA-502,Middle Eastern or North African,Alone,34
2024,CA-502,Middle Eastern or North African,In_Combination,*
2024,CA-502,Native Hawaiian or Pacific Islander,Alone,160
2024,CA-502,Native Hawaiian or Pacific Islander,In_Combination,199
2024,CA-502,White,Alone,2048
2024,CA-502,White,In_Combination,1323
2024,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,136
2024,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,384
2024,CA-503,Asian or Asian American,Alone,137
2024,CA-503,Asian or Asian American,In_Combination,133
2024,CA-503,"Black, African American or African",Alone,4203
2024,CA-503,"Black, African American or African",In_Combination,880
2024,CA-503,Hispanic/Latina/e/o,Alone,460
2024,CA-503,Hispanic/Latina/e/o,In_Combination,1439
2024,CA-503,Middle Eastern or North African,Alone,23
2024,CA-503,Middle Eastern or North African,In_Combination,11
2024,CA-503,Native Hawaiian or Pacific Islander,Alone,151
2024,CA-503,Native Hawaiian or Pacific Islander,In_Combination,86
2024,CA-503,White,Alone,2616
2024,CA-503,White,In_Combination,1460
2024,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,86
2024,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,263
2024,CA-504,Asian or Asian American,Alone,23
2024,CA-504,Asian or Asian American,In_Combination,12
2024,CA-504,"Black, African American or African",Alone,205
2024,CA-504,"Black, African American or African",In_Combination,89
2024,CA-504,Hispanic/Latina/e/o,Alone,387
2024,CA-504,Hispanic/Latina/e/o,In_Combination,500
2024,CA-504,Middle Eastern or North African,Alone,*
2024,CA-504,Middle Eastern or North African,In_Combination,*
2024,CA-504,Native Hawaiian or Pacific Islander,Alone,24
2024,CA-504,Native Hawaiian or Pacific Islander,In_Combination,30
2024,CA-504,White,Alone,1506
2024,CA-504,White,In_Combination,449
2024,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,102
2024,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,481
2024,CA-505,Asian or Asian American,Alone,110
2024,CA-505,Asian or Asian American,In_Combination,87
2024,CA-505,"Black, African American or African",Alone,2215
2024,CA-505,"Black, African American or African",In_Combination,333
2024,CA-505,Hispanic/Latina/e/o,Alone,435
2024,CA-505,Hispanic/Latina/e/o,In_Combination,943
2024,CA-505,Middle Eastern or North African,Alone,*
2024,CA-505,Middle Eastern or North African,In_Combination,14
2024,CA-505,Native Hawaiian or Pacific Islander,Alone,100
2024,CA-505,Native Hawaiian or Pacific Islander,In_Combination,93
2024,CA-505,White,Alone,1935
2024,CA-505,White,In_Combination,657
2024,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,25
2024,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,113
2024,CA-506,Asian or Asian American,Alone,23
2024,CA-506,Asian or Asian American,In_Combination,27
2024,CA-506,"Black, African American or African",Alone,166
2024,CA-506,"Black, African American or African",In_Combination,77
2024,CA-506,Hispanic/Latina/e/o,Alone,445
2024,CA-506,Hispanic/Latina/e/o,In_Combination,1166
2024,CA-506,Native Hawaiian or Pacific Islander,Alone,25
2024,CA-506,Native Hawaiian or Pacific Islander,In_Combination,29
2024,CA-506,White,Alone,610
2024,CA-506,White,In_Combination,1107
2024,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,13
2024,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,67
2024,CA-507,Asian or Asian American,Alone,19
2024,CA-507,Asian or Asian American,In_Combination,*
2024,CA-507,"Black, African American or African",Alone,243
2024,CA-507,"Black, African American or African",In_Combination,65
2024,CA-507,Hispanic/Latina/e/o,Alone,222
2024,CA-507,Hispanic/Latina/e/o,In_Combination,254
2024,CA-507,Middle Eastern or North African,Alone,*
2024,CA-507,Middle Eastern or North African,In_Combination,*
2024,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2024,CA-507,Native Hawaiian or Pacific Islander,In_Combination,*
2024,CA-507,White,Alone,570
2024,CA-507,White,In_Combination,227
2024,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,24
2024,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,82
2024,CA-508,Asian or Asian American,Alone,*
2024,CA-508,Asian or Asian American,In_Combination,*
2024,CA-508,"Black, African American or African",Alone,46
2024,CA-508,"Black, African American or African",In_Combination,17
2024,CA-508,Hispanic/Latina/e/o,Alone,217
2024,CA-508,Hispanic/Latina/e/o,In_Combination,498
2024,CA-508,Middle Eastern or North African,Alone,*
2024,CA-508,Middle Eastern or North African,In_Combination,*
2024,CA-508,Native Hawaiian or Pacific Islander,Alone,*
2024,CA-508,Native Hawaiian or Pacific Islander,In_Combination,*
2024,CA-508,White,Alone,515
2024,CA-508,White,In_Combination,453
2024,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,91
2024,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,43
2024,CA-509,Asian or Asian American,Alone,*
2024,CA-509,Asian or Asian American,In_Combination,*
2024,CA-509,"Black, African American or African",Alone,20
2024,CA-509,"Black, African American or African",In_Combination,*
2024,CA-509,Hispanic/Latina/e/o,Alone,29
2024,CA-509,Hispanic/Latina/e/o,In_Combination,115
2024,CA-509,Native Hawaiian or Pacific Islander,Alone,*
2024,CA-509,Native Hawaiian or Pacific Islander,In_Combination,*
2024,CA-509,White,Alone,534
2024,CA-509,White,In_Combination,119
2024,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,41
2024,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,230
2024,CA-510,Asian or Asian American,Alone,47
2024,CA-510,Asian or Asian American,In_Combination,82
2024,CA-510,"Black, African American or African",Alone,429
2024,CA-510,"Black, African American or African",In_Combination,292
2024,CA-510,Hispanic/Latina/e/o,Alone,641
2024,CA-510,Hispanic/Latina/e/o,In_Combination,1056
2024,CA-510,Middle Eastern or North African,Alone,*
2024,CA-510,Middle Eastern or North African,In_Combination,*
2024,CA-510,Native Hawaiian or Pacific Islander,Alone,42
2024,CA-510,Native Hawaiian or Pacific Islander,In_Combination,75
2024,CA-510,White,Alone,1586
2024,CA-510,White,In_Combination,1051
2024,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,37
2024,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,133
2024,CA-511,Asian or Asian American,Alone,150
2024,CA-511,Asian or Asian American,In_Combination,147
2024,CA-511,"Black, African American or African",Alone,1808
2024,CA-511,"Black, African American or African",In_Combination,448
2024,CA-511,Hispanic/Latina/e/o,Alone,783
2024,CA-511,Hispanic/Latina/e/o,In_Combination,1317
2024,CA-511,Middle Eastern or North African,Alone,*
2024,CA-511,Middle Eastern or North African,In_Combination,*
2024,CA-511,Native Hawaiian or Pacific Islander,Alone,34
2024,CA-511,Native Hawaiian or Pacific Islander,In_Combination,97
2024,CA-511,White,Alone,1273
2024,CA-511,White,In_Combination,1284
2024,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,29
2024,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,214
2024,CA-512,Asian or Asian American,Alone,223
2024,CA-512,Asian or Asian American,In_Combination,58
2024,CA-512,"Black, African American or African",Alone,795
2024,CA-512,"Black, African American or African",In_Combination,121
2024,CA-512,Hispanic/Latina/e/o,Alone,446
2024,CA-512,Hispanic/Latina/e/o,In_Combination,1557
2024,CA-512,Middle Eastern or North African,Alone,23
2024,CA-512,Middle Eastern or North African,In_Combination,*
2024,CA-512,Native Hawaiian or Pacific Islander,Alone,314
2024,CA-512,Native Hawaiian or Pacific Islander,In_Combination,46
2024,CA-512,White,Alone,1580
2024,CA-512,White,In_Combination,1405
2024,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,78
2024,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,128
2024,CA-513,Asian or Asian American,Alone,25
2024,CA-513,Asian or Asian American,In_Combination,24
2024,CA-513,"Black, African American or African",Alone,332
2024,CA-513,"Black, African American or African",In_Combination,111
2024,CA-513,Hispanic/Latina/e/o,Alone,921
2024,CA-513,Hispanic/Latina/e/o,In_Combination,1286
2024,CA-513,Middle Eastern or North African,Alone,*
2024,CA-513,Middle Eastern or North African,In_Combination,*
2024,CA-513,Native Hawaiian or Pacific Islander,Alone,*
2024,CA-513,Native Hawaiian or Pacific Islander,In_Combination,21
2024,CA-513,White,Alone,1095
2024,CA-513,White,In_Combination,1210
2024,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,225
2024,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,277
2024,CA-514,Asian or Asian American,Alone,217
2024,CA-514,Asian or Asian American,In_Combination,43
2024,CA-514,"Black, African American or African",Alone,1426
2024,CA-514,"Black, African American or African",In_Combination,219
2024,CA-514,Hispanic/Latina/e/o,Alone,1617
2024,CA-514,Hispanic/Latina/e/o,In_Combination,2153
2024,CA-514,Middle Eastern or North African,Alone,*
2024,CA-514,Middle Eastern or North African,In_Combination,*
2024,CA-514,Native Hawaiian or Pacific Islander,Alone,30
2024,CA-514,Native Hawaiian or Pacific Islander,In_Combination,36
2024,CA-514,White,Alone,2211
2024,CA-514,White,In_Combination,2007
2024,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,61
2024,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,82
2024,CA-515,Asian or Asian American,Alone,24
2024,CA-515,Asian or Asian American,In_Combination,27
2024,CA-515,"Black, African American or African",Alone,179
2024,CA-515,"Black, African American or African",In_Combination,75
2024,CA-515,Hispanic/Latina/e/o,Alone,72
2024,CA-515,Hispanic/Latina/e/o,In_Combination,240
2024,CA-515,Middle Eastern or North African,Alone,*
2024,CA-515,Middle Eastern or North African,In_Combination,*
2024,CA-515,Native Hawaiian or Pacific Islander,Alone,*
2024,CA-515,Native Hawaiian or Pacific Islander,In_Combination,27
2024,CA-515,White,Alone,1148
2024,CA-515,White,In_Combination,275
2024,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,115
2024,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,149
2024,CA-516,Asian or Asian American,Alone,16
2024,CA-516,Asian or Asian American,In_Combination,17
2024,CA-516,"Black, African American or African",Alone,57
2024,CA-516,"Black, African American or African",In_Combination,62
2024,CA-516,Hispanic/Latina/e/o,Alone,50
2024,CA-516,Hispanic/Latina/e/o,In_Combination,92
2024,CA-516,Middle Eastern or North African,Alone,*
2024,CA-516,Middle Eastern or North African,In_Combination,*
2024,CA-516,Native Hawaiian or Pacific Islander,Alone,*
2024,CA-516,Native Hawaiian or Pacific Islander,In_Combination,12
2024,CA-516,White,Alone,1099
2024,CA-516,White,In_Combination,224
2024,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,12
2024,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,68
2024,CA-517,Asian or Asian American,Alone,*
2024,CA-517,Asian or Asian American,In_Combination,*
2024,CA-517,"Black, African American or African",Alone,39
2024,CA-517,"Black, African American or African",In_Combination,26
2024,CA-517,Hispanic/Latina/e/o,Alone,98
2024,CA-517,Hispanic/Latina/e/o,In_Combination,225
2024,CA-517,Middle Eastern or North African,Alone,*
2024,CA-517,Middle Eastern or North African,In_Combination,*
2024,CA-517,Native Hawaiian or Pacific Islander,Alone,*
2024,CA-517,Native Hawaiian or Pacific Islander,In_Combination,*
2024,CA-517,White,Alone,323
2024,CA-517,White,In_Combination,211
2024,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,17
2024,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,33
2024,CA-518,Asian or Asian American,Alone,29
2024,CA-518,Asian or Asian American,In_Combination,18
2024,CA-518,"Black, African American or African",Alone,499
2024,CA-518,"Black, African American or African",In_Combination,67
2024,CA-518,Hispanic/Latina/e/o,Alone,65
2024,CA-518,Hispanic/Latina/e/o,In_Combination,114
